policy,object_count,final_coverage_mean,coverage_auc_mean,reachable_coverage_ceiling_mean,final_reachable_normalized_coverage_mean,reachable_normalized_coverage_auc_mean,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms,profiling_modes,peak_process_rss_bytes,peak_process_rss_delta_bytes,peak_cuda_allocated_bytes,reconstruction_object_count,reconstruction_final_view_count,final_chamfer_l1_normalized_mean,chamfer_l1_normalized_auc,final_accuracy_normalized_mean,final_completeness_normalized_mean,final_precision_1pct_mean,final_recall_1pct_mean,final_fscore_1pct_mean,final_precision_2pct_mean,final_recall_2pct_mean,final_fscore_2pct_mean
vggt_independent_history,300,0.8640339220615848,6.783378635793952,0.9320595447834561,0.9229008963102907,7.2311636258544025,0.40382618495926637,2700,0.37306801236329956,2699,0.6677054746209357,2700,1.6345255000942416,"[""cached_independent_features_plus_live_history_head""]",6252187648,1064960,3649390592,300,10,0.19883652271048383,4.356356414879436,0.16420642678865713,0.2334666186323105,0.12921466666666664,0.052860000000000004,0.07326302555868346,0.285666,0.10604166666666667,0.15098364323837352
vggt_joint_pose_deepsets,300,0.8647698513250015,6.816211859055801,0.9320595447834561,0.9235888816909809,7.266275274488229,0.38570827886549186,2700,0.37018814771091557,2699,0.6739584512411104,2700,242.46796799980075,"[""live_joint_vggt_plus_history_head""]",6252154880,1150976,4496722944,300,10,0.17520626218667956,4.361905695258519,0.13968041238720658,0.2107321119861526,0.13173466666666667,0.054,0.07466483660289427,0.28693766666666665,0.10956766666666667,0.154085834938567
