policy,object_count,policy_score_semantics,training_target_semantics,final_coverage_mean,coverage_auc_mean,reachable_coverage_ceiling_mean,final_reachable_normalized_coverage_mean,reachable_normalized_coverage_auc_mean,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms,profiling_modes,peak_process_rss_bytes,peak_process_rss_delta_bytes,peak_peak_cuda_allocated_bytes,trainable_parameter_count,frozen_parameter_count,reconstruction_object_count,reconstruction_final_view_count,final_chamfer_l1_normalized_mean,chamfer_l1_normalized_auc,final_accuracy_normalized_mean,final_completeness_normalized_mean,final_precision_1pct_mean,final_recall_1pct_mean,final_fscore_1pct_mean,final_precision_2pct_mean,final_recall_2pct_mean,final_fscore_2pct_mean,final_precision_10pct_mean,final_recall_10pct_mean,final_fscore_10pct_mean
farthest,300,max_min_angular_distance_radians,none,0.8623288668564715,6.232580795026915,0.9320595447834561,0.9208909179705893,6.636954999307739,0.4669286310653181,2700,0.38976088739501563,2700,0.6688717556151781,2700,0.1244869997663045,"[""analytic_cpu""]",685486080,0,,0,0,300,10,0.21965617870225956,34.99860115653596,0.16390576385883057,0.2754065935456885,0.09415066666666667,0.030939333333333336,0.044734985674514935,0.21426333333333333,0.06416966666666667,0.09437645911929883,0.6228276666666667,0.30166066666666663,0.38642484062682625
