policy,object_count,policy_score_semantics,training_target_semantics,final_coverage_mean,coverage_auc_mean,reachable_coverage_ceiling_mean,final_reachable_normalized_coverage_mean,reachable_normalized_coverage_auc_mean,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms,profiling_modes,peak_process_rss_bytes,peak_process_rss_delta_bytes,peak_peak_cuda_allocated_bytes,trainable_parameter_count,frozen_parameter_count,reconstruction_object_count,reconstruction_final_view_count,final_chamfer_l1_normalized_mean,chamfer_l1_normalized_auc,final_accuracy_normalized_mean,final_completeness_normalized_mean,final_precision_1pct_mean,final_recall_1pct_mean,final_fscore_1pct_mean,final_precision_2pct_mean,final_recall_2pct_mean,final_fscore_2pct_mean,final_precision_10pct_mean,final_recall_10pct_mean,final_fscore_10pct_mean
pun,300,negative_product_of_aligned_raw_psnr_after_small_filter,official_single_image_num_psnr,0.8496807379290665,6.380081898486654,0.9320595447834561,0.9075205184191705,6.797189555791121,0.5499905865481185,2700,0.1859160388420018,2700,0.5282308646990884,2700,10.194555999987642,"[""live_model_inference_incremental""]",1221812224,222040064,101459968,0,21684144,300,10,0.32150679176617586,5.241281220607021,0.2586781559252928,0.384335427607059,0.07928666666666667,0.024978333333333335,0.03645831514368104,0.17686633333333332,0.051564000000000006,0.07642372299727214,0.44267966666666664,0.2513316666666667,0.3072632429545354
