policy,object_count,policy_score_semantics,training_target_semantics,final_coverage_mean,coverage_auc_mean,reachable_coverage_ceiling_mean,final_reachable_normalized_coverage_mean,reachable_normalized_coverage_auc_mean,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms,profiling_modes,peak_process_rss_bytes,peak_process_rss_delta_bytes,peak_peak_cuda_allocated_bytes,trainable_parameter_count,frozen_parameter_count,reconstruction_object_count,reconstruction_final_view_count,final_chamfer_l1_normalized_mean,chamfer_l1_normalized_auc,final_accuracy_normalized_mean,final_completeness_normalized_mean,final_precision_1pct_mean,final_recall_1pct_mean,final_fscore_1pct_mean,final_precision_2pct_mean,final_recall_2pct_mean,final_fscore_2pct_mean,final_precision_10pct_mean,final_recall_10pct_mean,final_fscore_10pct_mean
vggt,300,negative_product_of_aligned_raw_psnr_after_small_filter,phase1_single_image_num_psnr,0.816147450195187,5.820643618426652,0.9320595447834561,0.8716175581796445,6.200049909227663,0.6879487664448901,2700,0.03757286906062612,2698,0.4395434650719056,2700,2.1405105001122138,"[""cached_features_plus_live_head""]",1048330240,101539840,10676224,272560,,300,10,0.3484535767501327,4.985838997320419,0.2746413894948722,0.4222657640053932,0.06242133333333333,0.017850666666666667,0.026752837185050945,0.138692,0.03728633333333333,0.05601084956861141,0.3755723333333333,0.19489866666666666,0.245176400288397
