object_id,policy,seed,step_index,history_anchor_ids,acquired_view_count_before,acquired_view_count_after,valid_candidate_mask,selected_anchor,selected_true_gain,oracle_true_gain,coverage_before,coverage_after,normalized_regret,spearman,ndcg_at_5,policy_ms,acquisition_ms,process_rss_bytes,process_rss_delta_bytes,peak_cuda_allocated_bytes,profiling_mode
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,pun,0,2,"[0, 18, 23]",3,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",17,0.02182010797570328,0.1874563702668628,0.6283775611187911,0.6501976690944944,0.96626315650806,-0.4326194633514801,0.12948184121508485,50.72838300111471,0.01818299642764032,905711616,0,,live_model_inference_incremental
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,pun,0,3,"[0, 18, 23, 17]",4,5,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",10,0.028341094993427532,0.18355650664622636,0.6501976690944944,0.6785387640879219,0.8866827168588032,-0.517481431720967,0.1495946684289743,66.37894600135041,0.6651820003753528,905711616,0,,live_model_inference_incremental
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,pun,0,4,"[0, 18, 23, 17, 10]",5,6,"[false, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, false, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",2,0.008594203972163872,0.17397077185847332,0.6785387640879219,0.6871329680600857,0.9845817556406617,-0.6607157685777544,0.051432509052005984,75.57530500344001,0.018882004951592535,905715712,4096,,live_model_inference_incremental
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,pun,0,5,"[0, 18, 23, 17, 10, 2]",6,7,"[false, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, false, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",15,0.040195101498670255,0.17187435159630435,0.6871329680600857,0.7273280695587561,0.7777842599976166,-0.636519281315153,0.17320382917891008,84.54827099922113,0.789167002949398,905715712,0,,live_model_inference_incremental
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,pun,0,6,"[0, 18, 23, 17, 10, 2, 15]",7,8,"[false, true, false, true, true, true, true, true, true, true, false, true, true, true, true, false, true, false, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",9,0.0030548678409375767,0.14199727353459934,0.7273280695587561,0.7303829373996936,0.9884525327940953,-0.7281612126361896,0.06163083148776818,80.1051969974651,0.018782004190143198,905715712,0,,live_model_inference_incremental
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,pun,0,7,"[0, 18, 23, 17, 10, 2, 15, 9]",8,9,"[false, true, false, true, true, true, true, true, true, false, false, true, true, true, true, false, true, false, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",24,0.005477749119604913,0.14160988990569864,0.7303829373996936,0.7358606865192985,0.9700191093183054,-0.7293287442674821,0.08669734931858761,70.97357900056522,0.7650889965589158,905715712,0,,live_model_inference_incremental
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,pun,0,8,"[0, 18, 23, 17, 10, 2, 15, 9, 24]",9,10,"[false, true, false, true, true, true, true, true, true, false, false, true, true, true, true, false, true, false, false, true, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",26,0.02804041672179921,0.14160988990569864,0.7358606865192985,0.7639011032410977,0.8070289688596115,-0.5984002627089209,0.24857390636658658,61.993319999601226,0.6644819950452074,905715712,0,,live_model_inference_incremental
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,0,[0],1,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",5,0.2000748549136798,0.34240813838295486,0.07964814603744022,0.27972300095112,0.49764270734342614,0.5915818686401481,0.7666744388209408,1.2423460066202097,0.6597869942197576,906129408,397312,,cached_features_plus_live_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,1,"[0, 5]",2,3,"[false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",14,0.14230460960922203,0.29092486128233985,0.27972300095112,0.42202761056034205,0.6111724341668902,0.4474545745514752,0.7500570533669615,1.2001849972875789,0.5856560019310564,906129408,0,,cached_features_plus_live_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,2,"[0, 5, 14]",3,4,"[false, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",22,0.06709600765400875,0.27200942584135857,0.42202761056034205,0.48912361821435085,0.8756577666948873,0.09881030179745208,0.5443090033134704,1.9581810047384351,0.6680789956590161,906129408,0,,cached_features_plus_live_head
