object_id,policy,acquired_view_count,backend,accuracy_normalized,completeness_normalized,chamfer_l1_normalized,ground_truth_diameter,precision_1pct,recall_1pct,fscore_1pct,precision_2pct,recall_2pct,fscore_2pct,precision_10pct,recall_10pct,fscore_10pct
02691156/1659db64bbf46bcdc1955ee4b5680e91,vggt_joint_token_attention,3,2dgs,0.0508754588663578,0.01720365136861801,0.03403955511748791,1.9633879280506417,0.0759,0.2886,0.1201906172839506,0.1851,0.688,0.29171641278204097,0.8904,1.0,0.9420228523063902
