object_id,policy,acquired_view_count,history_anchor_ids,accuracy_normalized,chamfer_l1_normalized,completeness_normalized,fscore_1pct,fscore_2pct,ground_truth_diameter,precision_1pct,precision_2pct,recall_1pct,recall_2pct,alignment_mode,alignment_scale,camera_center_rmse_normalized,predicted_point_count,ground_truth_point_count,prediction_cache_hit,metric_cache_hit,ground_truth_cache_hit,prediction_cache_path,prediction_cache_sha256,metric_cache_path,evaluation_ms
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,1,[0],2.4314712359847195,2.6256407501207213,2.819810264256723,0.0,0.0,1.9695251010464678,0.0,0.0,0.0,0.0,camera_rotation_center_and_target_diameter_scale_single_view,8.335381420448138,0.0,3865,10000,True,True,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/0e8fc986e7ef93bd5017ac89.npz,6f577302e5cfd85874856fe4991ac9b47f96755fe8e467fdfb8fd5cf59a49288,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/6f9514db058ca58dc31b5328.json,3.049200000532437
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,2,"[0, 18]",0.028927890327218306,0.08849560967725065,0.148063329027283,0.0325059902200489,0.08664175599795815,1.9695251010464678,0.1453,0.3422,0.0183,0.0496,camera_pose_sim3,2.044287760477207,0.8482934998702252,10000,10000,True,True,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/07f9f957f25a51fbd605b875.npz,953213819662ffe52c42f7a4df92313f1e65151954735cc8752a98453bb0ea9c,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/95666a5631a75f7089964ed0.json,2.4876729994502966
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,3,"[0, 18, 22]",0.7832716171742343,0.9221450076504525,1.0610183981266708,0.0,0.0,1.9695251010464678,0.0,0.0,0.0,0.0,camera_pose_sim3,1.5707162528454994,1.0482805425920216,10000,10000,False,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/a6a82b22462df73c346e665a.npz,326166fb1c5bceec6f3cd6dbe66d7d432db5deefdc2f75843506db7f812fafac,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/d81fe57df886b6ddeccb3e33.json,330.90897600050084
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,5,"[0, 18, 22, 28, 32]",0.44340018642574197,0.475979709380772,0.508559232335802,0.0,0.0,1.9695251010464678,0.0,0.0,0.0,0.0,camera_pose_sim3,2.5407750498007036,0.5275970672993497,10000,10000,False,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/c3d70e84b6c39ba4ea86d2ab.npz,0b7f325cd29317fcacc090642f4c259345df4b7f42788789f7abe77e92e4b81a,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/4fbce7ad9ee4e72a28aec41b.json,476.19725499953347
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,10,"[0, 18, 22, 28, 32, 37, 19, 17, 38, 26]",0.22945782863528597,0.23964088533485706,0.24982394203442812,0.0,0.0,1.9695251010464678,0.0,0.0,0.0,0.0,camera_pose_sim3,2.790714923721973,0.32497889668613505,10000,10000,False,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/2a0b29ad61c30e162b1a0b13.npz,144ccb65e6e28885412a53daa63bc760a17f26a920e589db6cd1cd8d6edf20e1,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/adc73d417a5ecb60de046026.json,921.9404420000501
02691156/162ed8d0d989f3acc1ccec171a275967,random,1,[0],3.434740151264781,3.6306611959814723,3.8265822406981638,0.0,0.0,1.975076625827974,0.0,0.0,0.0,0.0,camera_rotation_center_and_target_diameter_scale_single_view,10.38245973395171,0.0,5955,10000,True,True,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/162ed8d0d989f3acc1ccec171a275967/ed5b282c02994a43338b538f.npz,ba28c7bc62f792cee408987f8088322a3e2f3cc621dbc3ac246ff826fa5ad718,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/162ed8d0d989f3acc1ccec171a275967/3936cb7b96af245343780bac.json,3.2769039999038796
02691156/162ed8d0d989f3acc1ccec171a275967,random,2,"[0, 13]",0.8289857539160851,1.03165761530893,1.234329476701775,0.0,0.0,1.975076625827974,0.0,0.0,0.0,0.0,camera_pose_sim3,0.04793179945853638,0.5507864731886135,10000,10000,False,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/162ed8d0d989f3acc1ccec171a275967/5c8b73e4bd0a47eaabbc75e3.npz,41f2c395aa9fb264d887548ddae6f5d74944c23cf40310161822c65e54d9322a,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/162ed8d0d989f3acc1ccec171a275967/7c727af46272db8ecb6a5e43.json,261.7823310001768
02691156/162ed8d0d989f3acc1ccec171a275967,random,3,"[0, 13, 16]",0.9955491945335014,1.0793927460427173,1.163236297551933,0.0,0.0,1.975076625827974,0.0,0.0,0.0,0.0,camera_pose_sim3,2.868443568407878,0.5696702092471804,10000,10000,False,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/162ed8d0d989f3acc1ccec171a275967/929c5f67c630d2fdb725056d.npz,ffa92c62d39db2de06d0707aa5ffa301cdf807cac46c66a4e32513c89f067742,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/162ed8d0d989f3acc1ccec171a275967/fbcd19df1065b6d798276098.json,331.5795810003692
02691156/162ed8d0d989f3acc1ccec171a275967,random,5,"[0, 13, 16, 3, 46]",0.14695010866191863,0.21931026741593468,0.2916704261699507,0.0,0.0,1.975076625827974,0.0,0.0,0.0,0.0,camera_pose_sim3,2.2296701667795915,0.9607078771021919,10000,10000,False,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/162ed8d0d989f3acc1ccec171a275967/41bd3bebb900dea82fd75c68.npz,eb2240b8a338b4d804c877fe18cd1ec0f9052befc537c113dd92592fb576b9ad,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/162ed8d0d989f3acc1ccec171a275967/3d811e87a52a23409da4328c.json,476.7267440001888
02691156/162ed8d0d989f3acc1ccec171a275967,random,10,"[0, 13, 16, 3, 46, 43, 44, 28, 47, 40]",0.19486226586732738,0.28807812569898206,0.38129398553063676,0.0,0.0,1.975076625827974,0.0,0.0,0.0,0.0,camera_pose_sim3,2.0917534835460754,0.8861984980929463,10000,10000,False,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/162ed8d0d989f3acc1ccec171a275967/21fa2c18ad5a6d2be43e24e2.npz,74e34a7d7abe76a7080eae1d915bf76df5048ea5a19a257d922072d010fdaa64,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/162ed8d0d989f3acc1ccec171a275967/a986c415d47e852972943133.json,921.4396070001385
