policy,object_count,policy_score_semantics,training_target_semantics,final_coverage_mean,coverage_auc_mean,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count
vggt,1,negative_product_of_aligned_raw_psnr_after_small_filter,phase1_single_image_num_psnr,0.7932452432602,4.758817569642615,0.7321260747923373,9,-0.022487468898032388,9,0.44738430880781777,9
