policy,object_count,final_coverage_mean,coverage_auc_mean,reachable_coverage_ceiling_mean,final_reachable_normalized_coverage_mean,reachable_normalized_coverage_auc_mean,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms,profiling_modes,peak_process_rss_bytes,peak_process_rss_delta_bytes,peak_cuda_allocated_bytes,reconstruction_object_count,reconstruction_final_view_count,final_chamfer_l1_normalized_mean,chamfer_l1_normalized_auc,final_accuracy_normalized_mean,final_completeness_normalized_mean,final_precision_1pct_mean,final_recall_1pct_mean,final_fscore_1pct_mean,final_precision_2pct_mean,final_recall_2pct_mean,final_fscore_2pct_mean,final_precision_10pct_mean,final_recall_10pct_mean,final_fscore_10pct_mean
vggt_independent_history,300,0.8640339220615848,6.783378635793952,0.9320595447834561,0.9229008963102907,7.2311636258544025,0.40382618495926637,2700,0.37306801236329956,2699,0.6677054746209357,2700,1.6913109998313303,"[""cached_independent_features_plus_live_history_head""]",5306236928,1064960,3649323520,300,10,0.19883652271048383,4.356356414879436,0.16420642678865713,0.2334666186323105,0.12921466666666664,0.052860000000000004,0.07326302555868346,0.285666,0.10604166666666667,0.15098364323837352,0.7088173333333333,0.47458933333333336,0.5583287315675327
vggt_joint_history,300,0.8623187791813245,6.753728572657072,0.9320595447834561,0.9210130263779093,7.199462768476125,0.41751639967832255,2700,0.3367776501390001,2699,0.6513584486697945,2700,244.16547649934728,"[""live_joint_vggt_plus_history_head""]",5306228736,76689408,4496655872,300,10,0.21127924611402968,4.621584645718512,0.1761750454998795,0.24638344672817983,0.13354466666666667,0.054974666666666665,0.0760400935304446,0.29782366666666665,0.11031433333333335,0.1565347674631657,0.735471,0.4944876666666666,0.5799616428017859
