acquired_view_count_after,acquired_view_count_before,acquisition_ms,coverage_after,coverage_before,history_anchor_ids,ndcg_at_5,normalized_regret,object_id,oracle_true_gain,peak_cuda_allocated_bytes,policy,policy_ms,process_rss_bytes,process_rss_delta_bytes,profiling_mode,reachable_normalized_coverage_after,reachable_normalized_coverage_before,seed,selected_anchor,selected_true_gain,spearman,step_index,valid_candidate_mask
3,2,0.3927509997083689,0.6646297461652854,0.39583345547045257,"[0, 25]",0.9424784756696569,0.011998836498869677,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.27169245305542145,3840657408,vggt_joint_history,160.24555700005294,5299216384,0,live_joint_vggt_plus_history_head,0.706028603235259,0.4204893676397219,0,37,0.2687962906948329,0.8602528522972556,1,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
4,3,0.3999550003754848,0.7202402783046085,0.6646297461652854,"[0, 25, 37]",0.6102184064835346,0.5540367454495821,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.11236057846757638,3931522560,vggt_joint_history,184.07571099987763,5299216384,0,live_joint_vggt_plus_history_head,0.7651030376222683,0.706028603235259,0,17,0.05561053213932307,0.39538866930171274,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
5,4,0.4059880002387217,0.7642095320775124,0.7202402783046085,"[0, 25, 37, 17]",0.6425870232524306,0.4951788092955173,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.07927567281329329,4028472320,vggt_joint_history,209.7450989999743,5299216384,0,live_joint_vggt_plus_history_head,0.8118110746995914,0.7651030376222683,0,29,0.043969253772903935,0.4792107117688514,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
6,5,0.4171880000285455,0.7933557704748686,0.7642095320775124,"[0, 25, 37, 17, 29]",0.6825464810596485,0.6555144374674262,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.07076072940455996,4121562112,vggt_joint_history,247.14486900029442,5299228672,4096,live_joint_vggt_plus_history_head,0.8427727915110591,0.8118110746995914,0,8,0.02914623839735622,0.3634853518574449,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
7,6,0.39871100034361007,0.8157977298477709,0.7933557704748686,"[0, 25, 37, 17, 29, 8]",0.5288270471677987,0.6059116917524743,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.04834000263318912,4215229440,vggt_joint_history,294.72102099998665,5299232768,4096,live_joint_vggt_plus_history_head,0.8666126291369427,0.8427727915110591,0,21,0.022441959372902248,0.3310104529616725,5,"[false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
8,7,0.4138219997003034,0.8548416514190781,0.8157977298477709,"[0, 25, 37, 17, 29, 8, 21]",0.947120545737223,0.009238229514046745,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.03936780210100602,4311538688,vggt_joint_history,343.8470729997789,5299245056,4096,live_joint_vggt_plus_history_head,0.9080885419603836,0.8666126291369427,0,26,0.03904392157130714,0.4017421602787456,6,"[false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, false, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
9,8,0.4262620000190509,0.8857812011798769,0.8548416514190781,"[0, 25, 37, 17, 29, 8, 21, 26]",0.8909417670903836,0.05843007587872043,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.03264839397146404,4405289984,vggt_joint_history,394.8514669996257,5299261440,0,live_joint_vggt_plus_history_head,0.9409552729912758,0.9080885419603836,0,15,0.030939549760798837,0.45140712945590994,7,"[false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, false, false, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
10,9,0.4072299998369999,0.8919075410218691,0.8857812011798769,"[0, 25, 37, 17, 29, 8, 21, 26, 15]",0.8427371058884153,0.33596024630925536,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.007859571110849412,4496655872,vggt_joint_history,443.0867049995868,5299261440,0,live_joint_vggt_plus_history_head,0.9474632139712611,0.9409552729912758,0,35,0.006126339841992253,0.35587044534412954,8,"[false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, false, true, false, true, true, true, false, true, true, true, false, false, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
2,1,0.3448949996709416,0.4813205727651058,0.14497312553920544,[0],0.9589842941952643,0.048546996818954295,02691156/162ed8d0d989f3acc1ccec171a275967,0.3482213622020308,3649061376,vggt_independent_history,2.148744999885821,5299269632,0,cached_independent_features_plus_live_history_head,0.49300528799996085,0.14849254645009843,0,17,0.3363474472259004,0.9101526364477336,0,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
3,2,0.35830499973599217,0.7327857664406547,0.4813205727651058,"[0, 17]",0.952458978738926,0.0,02691156/162ed8d0d989f3acc1ccec171a275967,0.251465193675549,3649094144,vggt_independent_history,1.8451890000505955,5299269632,0,cached_independent_features_plus_live_history_head,0.7505751431959937,0.49300528799996085,0,37,0.251465193675549,0.9380820228183779,1,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
4,3,0.32574800025031436,0.833234252851985,0.7327857664406547,"[0, 17, 37]",0.8084455219005364,0.0,02691156/162ed8d0d989f3acc1ccec171a275967,0.10044848641133021,3649126912,vggt_independent_history,1.7155789996650128,5299269632,0,cached_independent_features_plus_live_history_head,0.8534621540043716,0.7505751431959937,0,35,0.10044848641133021,0.25296442687747034,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
5,4,0.3317439995953464,0.8937887335085635,0.833234252851985,"[0, 17, 37, 35]",0.9923576556259243,0.0,02691156/162ed8d0d989f3acc1ccec171a275967,0.060554480656578445,3649159680,vggt_independent_history,1.7646399996920081,5299269632,0,cached_independent_features_plus_live_history_head,0.9154866775028793,0.8534621540043716,0,31,0.060554480656578445,0.5751937984496125,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
6,5,0.32636900004945346,0.9052938952451302,0.8937887335085635,"[0, 17, 37, 35, 31]",0.8704894699547606,0.14979174009162208,02691156/162ed8d0d989f3acc1ccec171a275967,0.012816544407389522,3649192448,vggt_independent_history,1.7604909999135998,5299269632,0,cached_independent_features_plus_live_history_head,0.9272711427769001,0.9154866775028793,0,19,0.011505161736566771,0.23361522198731502,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
7,6,0.3017929998350155,0.9116239055089781,0.9052938952451302,"[0, 17, 37, 35, 31, 19]",0.5579683659816945,0.6426435550230796,02691156/162ed8d0d989f3acc1ccec171a275967,0.011384502660115682,3649225216,vggt_independent_history,1.9025560000045516,5299269632,0,cached_independent_features_plus_live_history_head,0.9337548226978372,0.9272711427769001,0,30,0.006330010263847883,-0.46633173972935743,5,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
8,7,0.30879499990987824,0.9155540978018388,0.9116239055089781,"[0, 17, 37, 35, 31, 19, 30]",0.5329063725786597,0.8933694050832693,02691156/162ed8d0d989f3acc1ccec171a275967,0.01085793448159783,3649257984,vggt_independent_history,1.634480000120675,5299269632,0,cached_independent_features_plus_live_history_head,0.9377804257841665,0.9337548226978372,0,9,0.003930192292860768,-0.12961672473867594,6,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
9,8,0.3053280001950043,0.9190555559094513,0.9155540978018388,"[0, 17, 37, 35, 31, 19, 30, 9]",0.4565490984692594,0.8150145158665676,02691156/162ed8d0d989f3acc1ccec171a275967,0.010250386228385998,3649290752,vggt_independent_history,1.6641059996800323,5299269632,0,cached_independent_features_plus_live_history_head,0.9413668865764954,0.9377804257841665,0,29,0.003501458107612499,-0.449155722326454,7,"[false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
10,9,0.2972679999402317,0.9236389291591339,0.9190555559094513,"[0, 17, 37, 35, 31, 19, 30, 9, 29]",0.5293920449017271,0.6211802531665747,02691156/162ed8d0d989f3acc1ccec171a275967,0.009509168410565472,3649323520,vggt_independent_history,1.756338000177493,5299269632,0,cached_independent_features_plus_live_history_head,0.9460615274807682,0.9413668865764954,0,25,0.004583373249682587,-0.17469635627530364,8,"[false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, false, false, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
2,1,0.45378400000117836,0.4911085829773782,0.14497312553920544,[0],0.979440318147495,0.00852830866139964,02691156/162ed8d0d989f3acc1ccec171a275967,0.3482213622020308,3744950784,vggt_joint_history,126.77360399993631,5299306496,0,live_joint_vggt_plus_history_head,0.5030309155477841,0.14849254645009843,0,26,0.3461354574381728,0.8991674375578168,0,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
3,2,0.44044100013707066,0.7338306887485619,0.4911085829773782,"[0, 26]",0.9623287452666106,0.04284651205662514,02691156/162ed8d0d989f3acc1ccec171a275967,0.25150894084276576,3840657408,vggt_joint_history,136.15090699977372,5299306496,0,live_joint_vggt_plus_history_head,0.7516454324221282,0.5030309155477841,0,31,0.2427221057711837,0.9438791242676533,1,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
4,3,0.4091680002602516,0.8315123565677993,0.7338306887485619,"[0, 26, 31]",0.9498401343072851,0.04201225914166261,02691156/162ed8d0d989f3acc1ccec171a275967,0.1011654305775368,3931522560,vggt_joint_history,173.54748100024153,5299306496,0,live_joint_vggt_plus_history_head,0.8516984563327465,0.7516454324221282,0,37,0.09768166781923746,0.2534914361001317,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
5,4,0.4017960000055609,0.8884062469942745,0.8315123565677993,"[0, 26, 31, 37]",0.9630584747914339,0.0,02691156/162ed8d0d989f3acc1ccec171a275967,0.05689389042647515,4028472320,vggt_joint_history,207.2788219998074,5299306496,0,live_joint_vggt_plus_history_head,0.9099735237665068,0.8516984563327465,0,17,0.05689389042647515,0.8560958421423539,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
6,5,0.40992200001710444,0.8951379464112104,0.8884062469942745,"[0, 26, 31, 37, 17]",0.3280907436682758,0.8554253898641622,02691156/162ed8d0d989f3acc1ccec171a275967,0.02278709302457377,4121562112,vggt_joint_history,245.1060960001996,5299314688,4096,live_joint_vggt_plus_history_head,0.9168686443941373,0.9099735237665068,0,29,0.0067316994169358425,-0.2881304741769858,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
7,6,0.42080299999724957,0.9038171744548998,0.8951379464112104,"[0, 26, 31, 37, 17, 29]",0.42503696986930356,0.6684124407333317,02691156/162ed8d0d989f3acc1ccec171a275967,0.020684825514226537,4215229440,vggt_joint_history,296.98924000012994,5299322880,4096,live_joint_vggt_plus_history_head,0.9257585725696874,0.9168686443941373,0,2,0.00867922804368949,0.008184101774572563,5,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, false, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
8,7,0.3987129998677119,0.9098035601688264,0.9038171744548998,"[0, 26, 31, 37, 17, 29, 2]",0.3364318355963399,0.7833585490017378,02691156/162ed8d0d989f3acc1ccec171a275967,0.019302487908687656,4312439808,vggt_joint_history,340.34633400005987,5299335168,4096,live_joint_vggt_plus_history_head,0.9318902859847579,0.9257585725696874,0,39,0.005986385713926493,-0.24198606271776998,6,"[false, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, false, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
9,8,0.42097599998669466,0.9188127877998685,0.9098035601688264,"[0, 26, 31, 37, 17, 29, 2, 39]",0.691671634136095,0.5944672434591568,02691156/162ed8d0d989f3acc1ccec171a275967,0.01889036990581573,4405421056,vggt_joint_history,391.79718800005503,5299351552,0,live_joint_vggt_plus_history_head,0.941118224939004,0.9318902859847579,0,19,0.009009227631042158,0.24934333958724203,7,"[false, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, false, true, false, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, true]"
10,9,0.4407569999784755,0.9220147475536478,0.9188127877998685,"[0, 26, 31, 37, 17, 29, 2, 39, 19]",0.36841698075734236,0.8271668168667998,02691156/162ed8d0d989f3acc1ccec171a275967,0.012589551998988221,4496655872,vggt_joint_history,441.11727499966946,5299351552,0,live_joint_vggt_plus_history_head,0.9443979166453184,0.941118224939004,0,22,0.0032019597537791492,-0.3151821862348178,8,"[false, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, true, false, true, true, false, true, false, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, true]"
2,1,0.3173820000483829,0.37198835244630346,0.09615501137793364,[0],0.9231250937881033,0.0900403787704692,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.2952956159403969,3649061376,vggt_independent_history,2.1196739999140846,5299359744,0,cached_independent_features_plus_live_history_head,0.42553483915638085,0.10999620561155977,0,37,0.27583334106836976,0.7931313598519889,0,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
3,2,0.3091029998358863,0.6014151375177714,0.37198835244630346,"[0, 37]",0.987746611357434,0.01351201430504736,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.23216297675564396,3649094144,vggt_independent_history,1.7288340000050084,5299359744,0,cached_independent_features_plus_live_history_head,0.6879868472408153,0.42553483915638085,0,25,0.2294267850714679,0.9515263644773357,1,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
4,3,0.30373500021596556,0.6507826106659446,0.6014151375177714,"[0, 37, 25]",0.5978366406017724,0.5372869379716794,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.08941610437996333,3649126912,vggt_independent_history,1.6171629999917059,5299359744,0,cached_independent_features_plus_live_history_head,0.7444606040332332,0.6879868472408153,0,26,0.04936747314817319,0.37641633728590246,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
5,4,0.2803620000122464,0.7270718452622134,0.6507826106659446,"[0, 37, 25, 26]",0.9346382854042845,0.11005884705442384,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.0845126072327714,3649159680,vggt_independent_history,1.5778729998601193,5299359744,0,cached_independent_features_plus_live_history_head,0.8317314203364743,0.7444606040332332,0,31,0.07628923459626877,0.8500352360817478,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
6,5,0.30193199972927687,0.745620328123449,0.7270718452622134,"[0, 37, 25, 26, 31]",0.835089219963383,0.3859311754789033,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.028338837021112284,3649192448,vggt_independent_history,1.930020000145305,5299359744,0,cached_independent_features_plus_live_history_head,0.8529498956436822,0.8317314203364743,0,35,0.01854848286123568,0.6424041075203866,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
7,6,0.2781759999379574,0.7614787739675473,0.745620328123449,"[0, 37, 25, 26, 31, 35]",0.897096664241695,0.24979691979303764,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.020474716778364477,3649225216,vggt_independent_history,1.5888180000729335,5299359744,0,cached_independent_features_plus_live_history_head,0.871091112047797,0.8529498956436822,0,15,0.015858445844098255,0.628393161008022,5,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
8,7,0.28407499985405593,0.7716620901271072,0.7614787739675473,"[0, 37, 25, 26, 31, 35, 15]",0.773713269775757,0.5221968840464737,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.019162798201128633,3649257984,vggt_independent_history,1.6519460000381514,5299359744,0,cached_independent_features_plus_live_history_head,0.8827402827154791,0.871091112047797,0,17,0.010183316159560002,0.7170731707317072,6,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
9,8,0.27923000016016886,0.7868196664958709,0.7716620901271072,"[0, 37, 25, 26, 31, 35, 15, 17]",0.9186504299380726,0.22117123649567938,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.01891105507066713,3649290752,vggt_independent_history,1.575022999986686,5299359744,0,cached_independent_features_plus_live_history_head,0.90007974181323,0.8827402827154791,0,29,0.015157576368763657,0.7362101313320826,7,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, false, false, true, true, true, true, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
10,9,0.28753300011885585,0.7933240900095233,0.7868196664958709,"[0, 37, 25, 26, 31, 35, 15, 17, 29]",0.6985930870319894,0.45033652007592245,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.010579001674004131,3649323520,vggt_independent_history,1.5987449996828218,5299359744,0,cached_independent_features_plus_live_history_head,0.9075204554686035,0.90007974181323,0,19,0.006504423513652382,0.49919028340080973,8,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, true, true, false, false, true, true, false, true, false, true, true, true, false, true, false, true, true, true, true, true, true, true, true, true, true]"
2,1,0.43059400013589766,0.3904934043015488,0.09615501137793364,[0],0.9840569878041469,0.004428501989904474,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.2952956159403969,3744950784,vggt_joint_history,125.14384700034498,5299372032,4096,live_joint_vggt_plus_history_head,0.44670363170866645,0.10999620561155977,0,26,0.29433839292361513,0.9262257169287696,0,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
3,2,0.3930550001314259,0.6091384497163381,0.3904934043015488,"[0, 26]",0.9991932193856249,0.0,02691156/1659db64bbf46bcdc1955ee4b5680e91,0.21864504541478938,3840657408,vggt_joint_history,135.97284400020726,5299372032,0,live_joint_vggt_plus_history_head,0.696821904555267,0.44670363170866645,0,31,0.21864504541478938,0.9319148936170212,1,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
