object_id,policy,seed,coverage_target,stop_reason,acquired_views,initial_coverage,final_coverage,coverage_auc,coverage_interval_start,coverage_interval_end,num_steps,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,random,0,vis_a,view_budget_exhausted,10,0.07964814603744022,0.8672489327010197,6.452284400685837,1,10,9,0.5202208473890657,9,0.02000310136126736,9,0.5217147830583208,9,0.13384100020630285
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,vis_a,view_budget_exhausted,10,0.07964814603744022,0.9017307566143992,6.792495377049188,1,10,9,0.0,9,1.0,9,1.0,9,0.0023299999156733975
02828884/1b9ddee986099bb78880edc6251fa529,random,0,vis_a,view_budget_exhausted,10,0.17948997164644076,0.9457059819370754,7.132358161023086,1,10,9,0.6604015130731873,9,0.00881214835251187,9,0.43950110346579846,9,0.13536100050259847
02828884/1b9ddee986099bb78880edc6251fa529,oracle,0,vis_a,view_budget_exhausted,10,0.17948997164644076,0.9783739937244806,7.954400906908175,1,10,9,0.0,9,1.0,9,1.0,9,0.002026999936788343
02933112/18d94e539b0ed30d105e720ebc569399,random,0,vis_a,view_budget_exhausted,10,0.22687022825688632,0.9795323294856455,7.608177438164823,1,10,9,0.4363522937134678,9,-0.006944578116717948,9,0.5387958200288409,9,0.18723600078374147
02933112/18d94e539b0ed30d105e720ebc569399,oracle,0,vis_a,view_budget_exhausted,10,0.22687022825688632,0.9862482618318238,8.02529506181178,1,10,9,0.0,9,1.0,9,1.0,9,0.002532999133109115
