object_id,policy,acquired_view_count,backend,accuracy_normalized,completeness_normalized,chamfer_l1_normalized,ground_truth_diameter,precision_1pct,recall_1pct,fscore_1pct,precision_2pct,recall_2pct,fscore_2pct,precision_10pct,recall_10pct,fscore_10pct
02933112/18d94e539b0ed30d105e720ebc569399,farthest,2,2dgs,0.07223035257526535,0.037392128472481516,0.05481124052387343,1.9962585713983276,0.0654,0.1038,0.08024255319148936,0.171,0.3878,0.2373435934144596,0.7168,0.9568,0.8195915869980879
