object_id,policy,acquired_view_count,history_anchor_ids,accuracy_normalized,completeness_normalized,chamfer_l1_normalized,ground_truth_diameter,precision_1pct,recall_1pct,fscore_1pct,precision_2pct,recall_2pct,fscore_2pct,precision_10pct,recall_10pct,fscore_10pct,alignment_mode,alignment_scale,camera_center_rmse_normalized,predicted_point_count,ground_truth_point_count,prediction_cache_hit,metric_cache_hit,ground_truth_cache_hit,prediction_cache_path,prediction_cache_sha256,metric_cache_path,evaluation_ms
02691156/1659db64bbf46bcdc1955ee4b5680e91,random,1,[0],1.7061548052816635,1.952793627218384,1.8294742162500237,1.9633879235889395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_rotation_center_and_target_diameter_scale_single_view,6.701581284226973,0.0,4577,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1659db64bbf46bcdc1955ee4b5680e91/cae8a06979e57a1c0c95b5c5.npz,2a12f077ed9144c3936745ae48d72ab6806db8b965898d076e430b0d0d7d76a9,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1659db64bbf46bcdc1955ee4b5680e91/4c665bbe5eecf3833af625e4.json,11.34192500012432
02691156/1659db64bbf46bcdc1955ee4b5680e91,random,2,"[0, 28]",0.5642776131117765,0.8003031364834507,0.6822903747976137,1.9633879235889395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,0.3213211462434169,1.0004338087750435,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1659db64bbf46bcdc1955ee4b5680e91/83f2fb9f9c81559be967780a.npz,d55c5154a8fbe0c848971dad0a35a02b0e9ecdf32e7efcd57a6ccdfdfe31b606,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1659db64bbf46bcdc1955ee4b5680e91/47404db629ffd8a4c77bd9bd.json,11.89102600028491
02691156/1659db64bbf46bcdc1955ee4b5680e91,random,3,"[0, 28, 47]",1.4967413985577054,1.7395071394343447,1.618124268996025,1.9633879235889395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,3.173889163762792,0.9255547405130826,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1659db64bbf46bcdc1955ee4b5680e91/d9905d8afd0497617d26b5d3.npz,d5712bb91acc97891365096196bfe56fb2716e040986834b0609e9354214e31f,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1659db64bbf46bcdc1955ee4b5680e91/af1f88291da8af7ea720776e.json,11.230790999888995
02691156/1659db64bbf46bcdc1955ee4b5680e91,random,5,"[0, 28, 47, 38, 21]",0.5413650508636979,0.5864961294341962,0.5639305901489471,1.9633879235889395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,2.0530846852658673,0.7172522582075604,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1659db64bbf46bcdc1955ee4b5680e91/28fb6feee5d4099440d40f0c.npz,7d99a68a9030c59e52ee67cd4a5525eeb79059f5f1c59bd041423b3cd392e7f2,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1659db64bbf46bcdc1955ee4b5680e91/52d2f84690597460c844e43b.json,11.127429000225675
02691156/1659db64bbf46bcdc1955ee4b5680e91,random,10,"[0, 28, 47, 38, 21, 26, 10, 41, 13, 11]",0.6964351048362059,0.7881136475387257,0.7422743761874657,1.9633879235889395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,1.6657726367128447,1.0353244770534078,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1659db64bbf46bcdc1955ee4b5680e91/ad1fc7d30c52ea32444c7c50.npz,9e9be9063ea6876afa77c1097c8d71b8b6519eb47c580eea1d52da29cfc6681c,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1659db64bbf46bcdc1955ee4b5680e91/fc2655d4a7fdfee52626066f.json,11.517857999933767
02691156/165c4491d10067b3bd46d022fd7d80aa,random,1,[0],3.472516998375446,3.8502221436147477,3.661369570995097,1.9813481803313522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_rotation_center_and_target_diameter_scale_single_view,10.492257716543822,0.0,3409,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/165c4491d10067b3bd46d022fd7d80aa/f41784f57dc33d10d7990bea.npz,ac3a02e37661f473aec68af67d8626aaa31aafa61f8104532d1ef65869ecf652,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/165c4491d10067b3bd46d022fd7d80aa/8942290c984c9b8fcf0d39e9.json,9.563896000145178
02691156/165c4491d10067b3bd46d022fd7d80aa,random,2,"[0, 39]",0.40941887047029357,0.4328562258896866,0.42113754817999005,1.9813481803313522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,3.458409617363178,0.05306137015802831,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/165c4491d10067b3bd46d022fd7d80aa/8ed1e67f302951da5edf052c.npz,201ddbdd6c42eae3568d73b7b8cc0dc575a6efe25904a71ceebcc4e51018ff00,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/165c4491d10067b3bd46d022fd7d80aa/7ee569c159fd00d44ec47f65.json,11.522541999966052
02691156/165c4491d10067b3bd46d022fd7d80aa,random,3,"[0, 39, 15]",0.6253006634082906,0.8203957329096722,0.7228481981589814,1.9813481803313522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,0.8966999643751087,1.0366397073126503,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/165c4491d10067b3bd46d022fd7d80aa/3413a677a2fb101db4efd63a.npz,cf9ff86a47184ef9fcaf8b8ce78570d2bbc740281a9b862969876a88c16e8647,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/165c4491d10067b3bd46d022fd7d80aa/956acde000ef1f84357fa288.json,11.89346299997851
02691156/165c4491d10067b3bd46d022fd7d80aa,random,5,"[0, 39, 15, 8, 32]",0.4681670203565817,0.6056525766974885,0.5369097985270351,1.9813481803313522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,1.0342113670767155,0.9738705866929251,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/165c4491d10067b3bd46d022fd7d80aa/e2ae41aeeab1e577a532603d.npz,5b885a82bc3590021febbf308916c5e6e0aa8df4737675bdd7b04610cc05e1b6,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/165c4491d10067b3bd46d022fd7d80aa/bfa7d20a2176fc46f874dbd5.json,11.47212199975911
02691156/165c4491d10067b3bd46d022fd7d80aa,random,10,"[0, 39, 15, 8, 32, 17, 19, 46, 21, 22]",0.06229529283484465,0.18835462587185633,0.1253249593533505,1.9813481803313522,0.0,0.0,0.0,0.0034,0.0027,0.003009836065573771,0.9686,0.2841,0.43933784625209554,camera_pose_sim3,2.1725903688048156,0.8353764546789176,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/165c4491d10067b3bd46d022fd7d80aa/ccd48e48ba1158dfd8fa46f4.npz,5fd11fbd95275077276e3b7603433974c0e3ad7302978e7d2780a8473b9eb8de,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/165c4491d10067b3bd46d022fd7d80aa/89b51bcb340dffce61585466.json,11.47633600021436
02691156/1667ab313638fb366cf1b4a8fc3914e,random,1,[0],1.8668532610171695,2.1593169770566387,2.013085119036904,1.9734344555933698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_rotation_center_and_target_diameter_scale_single_view,7.080669578033787,0.0,4017,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1667ab313638fb366cf1b4a8fc3914e/1a0688cede48969ac0e23ab5.npz,41fc7a7e36a97176b653f3e1285e27bf8684de8c4959454ebbf03f15791d6968,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1667ab313638fb366cf1b4a8fc3914e/45bd45bc9b79eb19c3583dcb.json,9.43708400018295
02691156/1667ab313638fb366cf1b4a8fc3914e,random,2,"[0, 11]",0.38059688998879576,0.7083348005988325,0.5444658452938141,1.9734344555933698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,1.0231083504327034,0.4696958264809906,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1667ab313638fb366cf1b4a8fc3914e/7f7b23cc5c3c9f039d2e837a.npz,c42d942fdd332f6e0659ec14c6042ea3c97e4ad8d1e193b93b25d1fd1b7c1132,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1667ab313638fb366cf1b4a8fc3914e/a41e16b6b8d6d6f29b5c7c6f.json,10.736964999978227
02691156/1667ab313638fb366cf1b4a8fc3914e,random,3,"[0, 11, 36]",0.8620130920638552,0.9152651399050141,0.8886391159844347,1.9734344555933698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,2.647003323105622,0.8150001537641421,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1667ab313638fb366cf1b4a8fc3914e/c56e64314e91cc3c90218c1e.npz,eed801e65b854310b357a90e7d52be584cf6869e9cfc9d6cd8b48797ee62ff3a,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1667ab313638fb366cf1b4a8fc3914e/f157f2bffed1a30c9563caf8.json,11.110249000012118
02691156/1667ab313638fb366cf1b4a8fc3914e,random,5,"[0, 11, 36, 15, 32]",0.30882758441492786,0.5872691705165277,0.4480483774657278,1.9734344555933698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,1.9836837456856842,0.9862570906310039,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1667ab313638fb366cf1b4a8fc3914e/d45ca6bb8acd55c45a0c81c7.npz,f17e4d7943a82a08e711ff7d1319df8e394a522f46742126fb52b7dc3b9e226d,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1667ab313638fb366cf1b4a8fc3914e/62a22365274b4bea735a8de3.json,12.174936000064918
02691156/1667ab313638fb366cf1b4a8fc3914e,random,10,"[0, 11, 36, 15, 32, 27, 6, 43, 14, 3]",0.05630084664229655,0.0764023878947572,0.06635161726852687,1.9734344555933698,0.007,0.0066,0.006794117647058823,0.0383,0.0327,0.035279154929577464,0.9859,0.8038,0.8855857629770353,camera_pose_sim3,2.680553551501967,0.19485779687909907,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/1667ab313638fb366cf1b4a8fc3914e/785171d6b584fe034de60257.npz,0bf359150431321704ea062adf977b34aa406bd459004ef95e907c0650484fd3,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/1667ab313638fb366cf1b4a8fc3914e/179883b59452df2382bdba1f.json,12.62864999989688
02691156/16689e54c884aa01639c7058eaf33ae,random,1,[0],3.1214683341339473,3.511102311256583,3.316285322695265,1.9853224444323758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_rotation_center_and_target_diameter_scale_single_view,9.759694740613213,0.0,5626,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/16689e54c884aa01639c7058eaf33ae/997ec6ab414066c05360f9a8.npz,f5249ad4fcd9a833e78d4e7dcd91b1112d8b5a405d9eaa22b90b5db58ab7a412,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/16689e54c884aa01639c7058eaf33ae/9e140bd2228ce9569963143b.json,10.873969999920519
02691156/16689e54c884aa01639c7058eaf33ae,random,2,"[0, 1]",0.3888231253385297,0.6522051258999418,0.5205141256192358,1.9853224444323758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,1.3827360877583907,0.04602576730471942,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/16689e54c884aa01639c7058eaf33ae/fe163fe8df254589b205c548.npz,866ef3ce2511ce4802368cc95dd935e0dbe444f5d0f4f1db27a1ad8692139efb,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/16689e54c884aa01639c7058eaf33ae/2654d49efd6dc5abe13511af.json,11.069919999954436
02691156/16689e54c884aa01639c7058eaf33ae,random,3,"[0, 1, 40]",0.5431187206868286,0.6545970906268116,0.5988579056568202,1.9853224444323758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,2.4788691921759907,0.9314444533345554,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/16689e54c884aa01639c7058eaf33ae/8c12f5ab64167157414bbf12.npz,b1ea28071b4df95206f5a46e683b6fd0de64b7c827cdd053c2b43ecafbb677b0,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/16689e54c884aa01639c7058eaf33ae/0a0dfadd1cac387ad7e6c51b.json,11.198002000128326
02691156/16689e54c884aa01639c7058eaf33ae,random,5,"[0, 1, 40, 10, 47]",0.1985069676343047,0.3534577623276288,0.27598236498096673,1.9853224444323758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,1.7053621782010278,1.0110553643887543,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/16689e54c884aa01639c7058eaf33ae/bea7a83fb2eaba3cc8e93bfc.npz,42af7d2f36d642f3b2fd59499a114ba0b2d70760a647dfa10eb97a48b7aee9ba,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/16689e54c884aa01639c7058eaf33ae/8aec2cbf21e44b3378c23483.json,11.126623000109248
02691156/16689e54c884aa01639c7058eaf33ae,random,10,"[0, 1, 40, 10, 47, 8, 22, 31, 34, 32]",0.013718111504815977,0.1812221012786357,0.09747010639172583,1.9853224444323758,0.4507,0.0164,0.03164838364375937,0.7758,0.0341,0.06532850969255463,1.0,0.2955,0.4561945194905441,camera_pose_sim3,1.378018611876184,1.1276355417199073,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/16689e54c884aa01639c7058eaf33ae/4d41022334354419ffe9ee26.npz,73079ddfbaaf448dd738ed018ab52930cf3a3d32b6c924378bd6a4b89c5fbcab,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/16689e54c884aa01639c7058eaf33ae/37d41948fffa5d6311ab521d.json,12.284806000025128
02691156/166d333d38897d1513d521050081b441,random,1,[0],2.7753223027742013,3.078615418410433,2.926968860592317,1.9026407415460824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_rotation_center_and_target_diameter_scale_single_view,8.533177944671701,0.0,5974,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/166d333d38897d1513d521050081b441/2ad5ae3b6dfcdb8963ca1d01.npz,d9080c0f94f1ab2a59dc7c38888c68510d8efc50179861786615adc4f853dc9b,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/166d333d38897d1513d521050081b441/eeb0f51387b054ccecd8644f.json,11.570413000299595
02691156/166d333d38897d1513d521050081b441,random,2,"[0, 3]",0.059816488243379026,0.14498025970517167,0.10239837397427534,1.9026407415460824,0.0821,0.0109,0.019244946236559143,0.1797,0.0228,0.040465777777777774,0.7836,0.2347,0.36121166650299513,camera_pose_sim3,2.6334998754023484,0.3163219132320431,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/166d333d38897d1513d521050081b441/0364f8c258ceba8e05483816.npz,4d37f85ac5d48f743bf6c526d8f5b8497b156692bfccd941df980b3ca620c8e8,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/166d333d38897d1513d521050081b441/e23209a17dde1be8af5ecf93.json,11.321812999995018
02691156/166d333d38897d1513d521050081b441,random,3,"[0, 3, 32]",0.8183514293831102,0.9004211262687942,0.8593862778259522,1.9026407415460824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,3.692447365134979,0.27099996235757345,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/166d333d38897d1513d521050081b441/614717c33a1c16a6dece9f81.npz,715caac082a8825cc5e173482e8cc2ca5c61a8e1f081ad855cf1afc10c538bf7,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/166d333d38897d1513d521050081b441/41b86c606a24b9063dd9d386.json,11.884187999839924
02691156/166d333d38897d1513d521050081b441,random,5,"[0, 3, 32, 10, 36]",0.48062876911530117,0.5313661913326614,0.5059974802239813,1.9026407415460824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,1.8041072524245942,1.1438158635370927,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/166d333d38897d1513d521050081b441/8aa5b98e86de63d14e64aaa1.npz,77315af98a7dce9647ccc7be717811fc055ffb32b11a3c1bb242e878497f7890,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/166d333d38897d1513d521050081b441/bf3138dfd15e7d982e4b3482.json,11.786719999690831
02691156/166d333d38897d1513d521050081b441,random,10,"[0, 3, 32, 10, 36, 21, 12, 2, 23, 39]",0.3663749449412263,0.4113219183966219,0.38884843166892413,1.9026407415460824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,2.1261240681951046,0.9086971207872206,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/166d333d38897d1513d521050081b441/0c13f86e3bda9f003616e8c6.npz,fed013741a75041295662e54fce06fbd080b2fbc67c35dc18fbc75e7bf1c042b,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/166d333d38897d1513d521050081b441/b5f615d95b805f60904746f1.json,11.885822999829543
02691156/16715d886ecf0a97ce2cec85ea6ae00d,random,1,[0],1.8872785394058056,2.183518280190743,2.0353984097982742,1.9571209480482843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_rotation_center_and_target_diameter_scale_single_view,7.105231986670696,0.0,5310,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/16715d886ecf0a97ce2cec85ea6ae00d/671706e915dcfe67ef98bf1b.npz,0dcdabf8bbfde836fd428119cac3851aaff2e3032870570bc1f4cfef6b0c602b,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/16715d886ecf0a97ce2cec85ea6ae00d/cf336dfdc38067f64e5db499.json,10.86940200002573
02691156/16715d886ecf0a97ce2cec85ea6ae00d,random,2,"[0, 21]",0.37681850447172377,0.5962416209391594,0.48653006270544163,1.9571209480482843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,1.9331924342316726,0.16662821273096395,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/16715d886ecf0a97ce2cec85ea6ae00d/6b033e316cc5caecefa20f94.npz,1d95110f1a769151654d9f944da1b29d2216ad2eafee273992102515dd0bb682,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/16715d886ecf0a97ce2cec85ea6ae00d/b938e850c15bc65fc42a803c.json,11.733656000160408
02691156/16715d886ecf0a97ce2cec85ea6ae00d,random,3,"[0, 21, 42]",0.4375509094373046,0.45315972204143523,0.44535531573936993,1.9571209480482843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_pose_sim3,2.5403194243277967,0.48507329081429307,10000,10000,True,False,True,/content/cv3d-project/data/cache/reconstruction/predictions/02691156/16715d886ecf0a97ce2cec85ea6ae00d/c8f904d9e8c2177db5bea9a9.npz,8970a503075cad614b423f0acdcca8360d45478717fe0bd4c9c03aa73d5e00b4,/content/cv3d-project/data/cache/reconstruction/metrics/02691156/16715d886ecf0a97ce2cec85ea6ae00d/144f4c1281c0b8b8cf01cfed.json,11.554790999980469
