object_id,policy,acquired_view_count,backend,accuracy_normalized,completeness_normalized,chamfer_l1_normalized,ground_truth_diameter,precision_1pct,recall_1pct,fscore_1pct,precision_2pct,recall_2pct,fscore_2pct,precision_10pct,recall_10pct,fscore_10pct
02933112/18d94e539b0ed30d105e720ebc569399,vggt_joint_token_attention,2,2dgs,0.10787780796109556,0.04035621703399437,0.07411701249754496,1.9962585713983276,0.0533,0.09,0.06695045359385905,0.1358,0.389,0.20131935975609755,0.5786,0.8993,0.7041545165437445
