policy,object_count,final_coverage_mean,coverage_auc_mean,reachable_coverage_ceiling_mean,final_reachable_normalized_coverage_mean,reachable_normalized_coverage_auc_mean,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms,profiling_modes,peak_process_rss_bytes,peak_process_rss_delta_bytes,peak_cuda_allocated_bytes,reconstruction_object_count,reconstruction_final_view_count,final_chamfer_l1_normalized_mean,chamfer_l1_normalized_auc,final_accuracy_normalized_mean,final_completeness_normalized_mean,final_fscore_10pct_mean,final_fscore_1pct_mean,final_fscore_2pct_mean,final_precision_10pct_mean,final_precision_1pct_mean,final_precision_2pct_mean,final_recall_10pct_mean,final_recall_1pct_mean,final_recall_2pct_mean
vggt_independent_history,300,0.8640339220615848,6.783378635793952,0.9320595447834561,0.9229008963102907,7.2311636258544025,0.40382618495926637,2700,0.37306801236329956,2699,0.6677054746209357,2700,1.5630594998583547,"[""cached_independent_features_plus_live_history_head""]",6404538368,1032192,3649631744,300,10,0.19883652271048383,4.356356414879436,0.16420642678865713,0.2334666186323105,0.5583287315675327,0.07326302555868346,0.15098364323837352,0.7088173333333333,0.12921466666666664,0.285666,0.47458933333333336,0.052860000000000004,0.10604166666666667
vggt_joint_token_attention,300,0.8674320183986313,6.832137096321262,0.9320595447834561,0.9265652496866664,7.283826072200042,0.35365864232536054,2700,0.4160707926683602,2695,0.7016986511023529,2700,244.26144699964425,"[""live_joint_vggt_plus_history_head""]",6404497408,2473984,4496820224,300,10,0.22320830745706843,4.721996281511173,0.17990427676623175,0.26651233814790515,0.49236516118837265,0.06354598904506428,0.13152567199672602,0.6479503333333334,0.11554433333333333,0.25464266666666663,0.411533,0.045193,0.09184233333333335
