policy,sample_count,huber_loss,normalized_regret_mean,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count
vggt_independent_history,12000,0.008110306225717068,0.17576632043823825,0.7065723424199541,12000,0.8488794338129447,12000
vggt_joint_token_attention,12000,0.008937581442296505,0.1513075157163114,0.744131749926383,12000,0.873129674906391,12000
