policy,sample_count,huber_loss,normalized_regret_mean,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count
vggt_independent_history,12000,0.008110306225717068,0.17576632043823825,0.7065723424199541,12000,0.8488794338129447,12000
vggt_joint_history,12000,0.007682767231017351,0.19854426552256477,0.6612208494534404,12000,0.8266185893664348,12000
