acquired_view_count_after,acquired_view_count_before,acquisition_ms,coverage_after,coverage_before,history_anchor_ids,ndcg_at_5,normalized_regret,object_id,oracle_true_gain,peak_cuda_allocated_bytes,policy,policy_ms,process_rss_bytes,process_rss_delta_bytes,profiling_mode,reachable_normalized_coverage_after,reachable_normalized_coverage_before,seed,selected_anchor,selected_true_gain,spearman,step_index,valid_candidate_mask
2,1,0.4636809999283287,0.38829646085512615,0.07964814603744022,[0],0.9036539232840257,0.11803514672717741,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.34240813838295486,3649061376,vggt_independent_history,44.22543400005452,5325901824,1064960,cached_independent_features_plus_live_history_head,0.41248290417408096,0.08460931762615868,0,29,0.30864831481768595,0.7080249768732655,0,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
3,2,0.340032999702089,0.6502611741890418,0.38829646085512615,"[0, 29]",0.9294216792079221,0.07403533102110584,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.28022308766659115,3649094144,vggt_independent_history,1.9606539999585948,5325918208,0,cached_independent_features_plus_live_history_head,0.6907650330122831,0.41248290417408096,0,17,0.2619647133339156,0.9053962380511871,1,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
4,3,0.300401000004058,0.7429886453696355,0.6502611741890418,"[0, 29, 17]",0.7901687828528894,0.21249159632237108,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.11202328402827992,3649126912,vggt_independent_history,1.7093270002987992,5325934592,0,cached_independent_features_plus_live_history_head,0.7892683686467539,0.6907650330122831,0,35,0.09272747118059382,0.4159420289855072,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
5,4,0.299056000130804,0.8436086144717743,0.7429886453696355,"[0, 29, 17, 35]",0.9726888799495025,0.0792177665876139,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.10869243219399025,3649159680,vggt_independent_history,1.7728819998410472,5325950976,0,cached_independent_features_plus_live_history_head,0.8961558148566788,0.7892683686467539,0,23,0.10061996910213866,0.7908386187455956,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true]"
6,5,0.29550399995059706,0.8531625684041033,0.8436086144717743,"[0, 29, 17, 35, 23]",0.564092536453206,0.7808161100724937,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.022504118738396285,3649192448,vggt_independent_history,1.587186000051588,5325963264,0,cached_independent_features_plus_live_history_head,0.9063048712134474,0.8961558148566788,0,36,0.00955395393232904,0.2517366354575657,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true]"
7,6,0.286799000150495,0.8686729461292315,0.8531625684041033,"[0, 29, 17, 35, 23, 36]",0.7751880904624864,0.17258809129755914,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.017995971765851024,3649225216,vggt_independent_history,1.5670799998588336,5325979648,0,cached_independent_features_plus_live_history_head,0.922781368668017,0.9063048712134474,0,9,0.015510377725128323,0.44656024633336033,5,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true]"
8,7,0.3090400000473892,0.8827605720509692,0.8686729461292315,"[0, 29, 17, 35, 23, 36, 9]",0.8884653189427825,0.06628867692223674,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.014894022096653923,3649257984,vggt_independent_history,1.5771799999129144,5325996032,4096,cached_independent_features_plus_live_history_head,0.9377464930997962,0.922781368668017,0,31,0.014087625921737554,0.431184668989547,6,"[false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true]"
9,8,0.28992999978072476,0.8854344327686308,0.8827605720509692,"[0, 29, 17, 35, 23, 36, 9, 31]",0.6120371206374021,0.8818955767252393,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.009189758519549313,3649290752,vggt_independent_history,1.5751449996059819,5326000128,0,cached_independent_features_plus_live_history_head,0.940586904860823,0.9377464930997962,0,28,0.002673860717661623,0.374484052532833,7,"[false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, false, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true]"
10,9,0.2637739999045152,0.8885428889194549,0.8854344327686308,"[0, 29, 17, 35, 23, 36, 9, 31, 28]",0.4931230160622041,0.7966121166302907,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.008457437989952219,3649323520,vggt_independent_history,1.5853089998927317,5326016512,0,cached_independent_features_plus_live_history_head,0.9438889823965441,0.940586904860823,0,7,0.00310845615082398,-0.002226720647773279,8,"[false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, false, false, true, false, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true]"
2,1,0.3953639998144354,0.39583345547045257,0.07964814603744022,[0],0.9522693950739901,0.09168340162453954,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.34240813838295486,3743598592,vggt_joint_history,153.0465410000943,5327335424,1155072,live_joint_vggt_plus_history_head,0.4204893676397219,0.08460931762615868,0,25,0.3161853094330123,0.7627197039777983,0,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
3,2,0.38125999981275527,0.6646297461652854,0.39583345547045257,"[0, 25]",0.9424784756696569,0.011998836498869677,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.27169245305542145,3840100352,vggt_joint_history,146.54744200015557,5327335424,0,live_joint_vggt_plus_history_head,0.706028603235259,0.4204893676397219,0,37,0.2687962906948329,0.8602528522972556,1,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
4,3,0.38586399978157715,0.7202402783046085,0.6646297461652854,"[0, 25, 37]",0.6102184064835346,0.5540367454495821,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.11236057846757638,3931522560,vggt_joint_history,174.0098569998736,5327335424,0,live_joint_vggt_plus_history_head,0.7651030376222683,0.706028603235259,0,17,0.05561053213932307,0.39538866930171274,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
5,4,0.4106659998797113,0.7642095320775124,0.7202402783046085,"[0, 25, 37, 17]",0.6425870232524306,0.4951788092955173,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.07927567281329329,4028472320,vggt_joint_history,206.8406660000619,5327335424,0,live_joint_vggt_plus_history_head,0.8118110746995914,0.7651030376222683,0,29,0.043969253772903935,0.4792107117688514,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
6,5,0.3824120003628195,0.7933557704748686,0.7642095320775124,"[0, 25, 37, 17, 29]",0.6825464810596485,0.6555144374674262,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.07076072940455996,4121562112,vggt_joint_history,244.52177900002425,5327343616,0,live_joint_vggt_plus_history_head,0.8427727915110591,0.8118110746995914,0,8,0.02914623839735622,0.3634853518574449,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
7,6,0.39952799988896004,0.8157977298477709,0.7933557704748686,"[0, 25, 37, 17, 29, 8]",0.5288270471677987,0.6059116917524743,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.04834000263318912,4215229440,vggt_joint_history,294.04123299991625,5327347712,4096,live_joint_vggt_plus_history_head,0.8666126291369427,0.8427727915110591,0,21,0.022441959372902248,0.3310104529616725,5,"[false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
8,7,0.3988779999417602,0.8548416514190781,0.8157977298477709,"[0, 25, 37, 17, 29, 8, 21]",0.947120545737223,0.009238229514046745,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.03936780210100602,4311538688,vggt_joint_history,340.93876499991893,5327355904,0,live_joint_vggt_plus_history_head,0.9080885419603836,0.8666126291369427,0,26,0.03904392157130714,0.4017421602787456,6,"[false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, false, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
9,8,0.3948339999624295,0.8857812011798769,0.8548416514190781,"[0, 25, 37, 17, 29, 8, 21, 26]",0.8909417670903836,0.05843007587872043,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.03264839397146404,4405289984,vggt_joint_history,391.0375289997319,5327376384,0,live_joint_vggt_plus_history_head,0.9409552729912758,0.9080885419603836,0,15,0.030939549760798837,0.45140712945590994,7,"[false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, false, false, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
10,9,0.4181839999546355,0.8919075410218691,0.8857812011798769,"[0, 25, 37, 17, 29, 8, 21, 26, 15]",0.8427371058884153,0.33596024630925536,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,0.007859571110849412,4496655872,vggt_joint_history,441.6243249997933,5327376384,0,live_joint_vggt_plus_history_head,0.9474632139712611,0.9409552729912758,0,35,0.006126339841992253,0.35587044534412954,8,"[false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, false, true, false, true, true, true, false, true, true, true, false, false, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]"
2,1,0.2956990001621307,0.4813205727651058,0.14497312553920544,[0],0.9589842941952643,0.048546996818954295,02691156/162ed8d0d989f3acc1ccec171a275967,0.3482213622020308,3649061376,vggt_independent_history,1.8710939998527465,5327376384,0,cached_independent_features_plus_live_history_head,0.49300528799996085,0.14849254645009843,0,17,0.3363474472259004,0.9101526364477336,0,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]"
