policy,object_count,policy_score_semantics,training_target_semantics,final_coverage_mean,coverage_auc_mean,reachable_coverage_ceiling_mean,final_reachable_normalized_coverage_mean,reachable_normalized_coverage_auc_mean,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms,profiling_modes,peak_process_rss_bytes,peak_process_rss_delta_bytes,peak_peak_cuda_allocated_bytes,trainable_parameter_count,frozen_parameter_count,reconstruction_object_count,reconstruction_final_view_count,final_chamfer_l1_normalized_mean,chamfer_l1_normalized_auc,final_accuracy_normalized_mean,final_completeness_normalized_mean,final_precision_1pct_mean,final_recall_1pct_mean,final_fscore_1pct_mean,final_precision_2pct_mean,final_recall_2pct_mean,final_fscore_2pct_mean,final_precision_10pct_mean,final_recall_10pct_mean,final_fscore_10pct_mean
oracle,300,true_incremental_surface_gain,none,0.8849470611338567,6.992786477015874,0.9320595447834561,0.9458576309841548,7.456995296517579,0.0,2700,1.0,2690,0.9962962962962963,2700,0.0037110000903339824,"[""analytic_cpu""]",683794432,4096,,0,0,300,10,0.21792729181797446,4.779930588804421,0.17159553099987698,0.26425905263607186,0.11447066666666667,0.04077066666666666,0.058062342248433735,0.25437033333333336,0.08264666666666667,0.12014670804896738,0.6612883333333334,0.38863733333333333,0.47166220837850326
