policy,sample_count,huber_loss,normalized_regret_mean,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count
vggt_independent_history,12000,0.008110306225717068,0.17576632043823825,0.7065723424199541,12000,0.8488794338129447,12000
vggt_joint_pose_deepsets,12000,0.00885824579745531,0.16182829032659413,0.7196094811133715,12000,0.8612233830193887,12000
