object_id,policy,acquired_view_count,backend,accuracy_normalized,completeness_normalized,chamfer_l1_normalized,ground_truth_diameter,precision_1pct,recall_1pct,fscore_1pct,precision_2pct,recall_2pct,fscore_2pct,precision_10pct,recall_10pct,fscore_10pct
02691156/165c4491d10067b3bd46d022fd7d80aa,random,5,2dgs,0.056486014276742935,0.01350055169314146,0.0349932829849422,1.9813481743613863,0.0723,0.3666,0.12078004101161997,0.157,0.8232,0.2637061824117527,0.8711,1.0,0.9311100422211533
