variant,object_id,policy,acquired_view_count,backend,accuracy_normalized,completeness_normalized,chamfer_l1_normalized,ground_truth_diameter,precision_1pct,recall_1pct,fscore_1pct,precision_2pct,recall_2pct,fscore_2pct,precision_10pct,recall_10pct,fscore_10pct
phase2_farthest,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,farthest,10,2dgs,0.10506746172904968,0.0487707257270813,0.07691909372806549,1.9695251039197683,0.0025,0.0116,0.004113475177304964,0.0122,0.0628,0.020430933333333335,0.601,1.0,0.7507807620237351
phase2_oracle,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,10,2dgs,0.06505991518497467,0.03255407512187958,0.048806995153427124,1.9695251039197683,0.0187,0.0689,0.0294162100456621,0.0612,0.2017,0.09390673259794599,0.841,1.0,0.9136338946224878
phase2_oracle,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,3,2dgs,0.05387769639492035,0.02250140905380249,0.03818955272436142,1.9695251039197683,0.0957,0.2826,0.1429808088818398,0.1905,0.5391,0.28152014802631575,0.8804,0.996,0.9346390961415476
phase2_pun,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,pun,3,2dgs,0.04426255449652672,0.01578117348253727,0.030021863989531994,1.9695251039197683,0.0826,0.3476,0.13348098558809857,0.2019,0.713,0.3146894742594819,0.975,1.0,0.9873417721518987
