object_id,policy,acquired_view_count,backend,accuracy_normalized,completeness_normalized,chamfer_l1_normalized,ground_truth_diameter,precision_1pct,recall_1pct,fscore_1pct,precision_2pct,recall_2pct,fscore_2pct,precision_10pct,recall_10pct,fscore_10pct
03691459/221a981adf503875e17b9e33c097dbff,pun,1,2dgs,0.7808143353894972,0.6649492345678062,0.7228817849786517,1.9837750157360627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
