object_id,policy,seed,coverage_target,stop_reason,acquired_views,initial_coverage,final_coverage,coverage_auc,coverage_interval_start,coverage_interval_end,num_steps,normalized_regret_mean,normalized_regret_valid_count,spearman_mean,spearman_valid_count,ndcg_at_5_mean,ndcg_at_5_valid_count,median_policy_ms
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,random,0,vis_a,view_budget_exhausted,10,0.07964814603744022,0.8672489327010197,6.452284400685837,1,10,9,0.5202208473890657,9,0.02000310136126736,9,0.5217147830583208,9,0.21182699856581166
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,farthest,0,vis_a,view_budget_exhausted,10,0.07964814603744022,0.8790538493626388,5.8829994735527995,1,10,9,0.5005264413444966,9,0.39553220241551423,9,0.6956678252356346,9,0.08527099998900667
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,vis_a,view_budget_exhausted,10,0.07964814603744022,0.9017307566143992,6.792495377049188,1,10,9,0.0,9,1.0,9,1.0,9,0.0021000014385208488
02691156/162ed8d0d989f3acc1ccec171a275967,random,0,vis_a,view_budget_exhausted,10,0.14497312553920544,0.8852237962951839,6.422842791291435,1,10,9,0.5715382370740714,9,-0.0049336459868605485,9,0.584305299750528,9,0.14185199688654393
02691156/162ed8d0d989f3acc1ccec171a275967,farthest,0,vis_a,view_budget_exhausted,10,0.14497312553920544,0.9063761533404344,6.339679546929807,1,10,9,0.484379351182431,9,0.43025513616885525,9,0.6992319851622336,9,0.07257499964907765
02691156/162ed8d0d989f3acc1ccec171a275967,oracle,0,vis_a,view_budget_exhausted,10,0.14497312553920544,0.9400091661053289,7.184952717643751,1,10,9,0.0,9,1.0,9,1.0,9,0.0022989988792687654
02691156/1659db64bbf46bcdc1955ee4b5680e91,random,0,vis_a,view_budget_exhausted,10,0.09615501137793364,0.724669377539024,4.875972006771784,1,10,9,0.731404868057542,9,-0.007177846895873478,9,0.4757448279638878,9,0.14025199925526977
02691156/1659db64bbf46bcdc1955ee4b5680e91,farthest,0,vis_a,view_budget_exhausted,10,0.09615501137793364,0.7863856489045332,5.350394950349331,1,10,9,0.4500413305901227,9,0.50837143627029,9,0.7501191798088834,9,0.08537000030628406
02691156/1659db64bbf46bcdc1955ee4b5680e91,oracle,0,vis_a,view_budget_exhausted,10,0.09615501137793364,0.8054778668035212,6.013295417536978,1,10,9,0.0,9,1.0,9,1.0,9,0.0036990022636018693
02691156/165c4491d10067b3bd46d022fd7d80aa,random,0,vis_a,view_budget_exhausted,10,0.09221828982360161,0.9231144522719397,5.880042729286409,1,10,9,0.5861938125095475,9,0.10015951850479979,9,0.5895275005553859,9,0.1645439988351427
02691156/165c4491d10067b3bd46d022fd7d80aa,farthest,0,vis_a,view_budget_exhausted,10,0.09221828982360161,0.9344852910736774,6.234203997329789,1,10,9,0.4239049610812959,9,0.4542680585292338,9,0.7656070135253434,9,0.08857000284479
02691156/165c4491d10067b3bd46d022fd7d80aa,oracle,0,vis_a,view_budget_exhausted,10,0.09221828982360161,0.9474546686945355,7.145508684733818,1,10,9,0.0,9,1.0,9,1.0,9,0.0022990025172475725
02691156/1667ab313638fb366cf1b4a8fc3914e,random,0,vis_a,view_budget_exhausted,10,0.08599246005281433,0.8847723923591295,6.235231648369797,1,10,9,0.5699446166916151,9,0.011524312370180438,9,0.5620568238756909,9,0.100966000900371
02691156/1667ab313638fb366cf1b4a8fc3914e,farthest,0,vis_a,view_budget_exhausted,10,0.08599246005281433,0.9028746106477161,6.016196892496589,1,10,9,0.4659667115015444,9,0.4579337256124812,9,0.7399648481825444,9,0.06637700062128715
02691156/1667ab313638fb366cf1b4a8fc3914e,oracle,0,vis_a,view_budget_exhausted,10,0.08599246005281433,0.9229253750054438,6.926990567240215,1,10,9,0.0,9,1.0,9,1.0,9,0.0022990025172475725
02691156/16689e54c884aa01639c7058eaf33ae,random,0,vis_a,view_budget_exhausted,10,0.08070994475165805,0.7885163377517839,5.106308680207001,1,10,9,0.5783578710522845,9,0.0009168149588341868,9,0.6150072979052027,9,0.14325099982670508
02691156/16689e54c884aa01639c7058eaf33ae,farthest,0,vis_a,view_budget_exhausted,10,0.08070994475165805,0.7872505853767093,5.363319398127963,1,10,9,0.5511648677967942,9,0.31282622347141364,9,0.707488524296731,9,0.07487399852834642
02691156/16689e54c884aa01639c7058eaf33ae,oracle,0,vis_a,view_budget_exhausted,10,0.08070994475165805,0.8121518263165041,6.185156975626487,1,10,9,0.0,9,1.0,9,1.0,9,0.0024990004021674395
02691156/166d333d38897d1513d521050081b441,random,0,vis_a,view_budget_exhausted,10,0.14208135162895985,0.8355433888629936,5.953452034959341,1,10,9,0.5040420259772193,9,0.06797840408768038,9,0.6411078052861935,9,0.12185800005681813
02691156/166d333d38897d1513d521050081b441,farthest,0,vis_a,view_budget_exhausted,10,0.14208135162895985,0.8422639975406658,5.843223699920846,1,10,9,0.3928543960955605,9,0.41170318291338737,9,0.7461069353932059,9,0.08517100286553614
02691156/166d333d38897d1513d521050081b441,oracle,0,vis_a,view_budget_exhausted,10,0.14208135162895985,0.8674653254603504,6.564730790168584,1,10,9,0.0,9,1.0,9,1.0,9,0.0023989996407181025
02691156/16715d886ecf0a97ce2cec85ea6ae00d,random,0,vis_a,view_budget_exhausted,10,0.13740721302201397,0.7347776375077064,5.4143885876656626,1,10,9,0.5734826035588871,9,0.020951815393116226,9,0.5107014403866508,9,0.1462500003981404
02691156/16715d886ecf0a97ce2cec85ea6ae00d,farthest,0,vis_a,view_budget_exhausted,10,0.13740721302201397,0.747193261558393,5.206447443453456,1,10,9,0.46737937079675806,9,0.43447622065454267,9,0.7208181305056739,9,0.07437399835907854
02691156/16715d886ecf0a97ce2cec85ea6ae00d,oracle,0,vis_a,view_budget_exhausted,10,0.13740721302201397,0.7638828096679248,5.849817262570124,1,10,9,0.0,9,1.0,9,1.0,9,0.0021989981178194284
02691156/167250e2014c72dbb87697d3904b168b,random,0,vis_a,view_budget_exhausted,10,0.11972974763032487,0.8260923535498945,6.341270134391665,1,10,9,0.6202978184930132,9,0.08275565963066289,9,0.5202237330281468,9,0.1089630022761412
02691156/167250e2014c72dbb87697d3904b168b,farthest,0,vis_a,view_budget_exhausted,10,0.11972974763032487,0.8670526708914286,5.98721607333579,1,10,9,0.3111184223289932,9,0.5069781602278709,9,0.81359266051789,9,0.07727399861323647
02691156/167250e2014c72dbb87697d3904b168b,oracle,0,vis_a,view_budget_exhausted,10,0.11972974763032487,0.8754713368915622,6.693148402104745,1,10,9,0.0,9,1.0,9,1.0,9,0.0023000029614195228
02691156/167740d2a5f5cb6c7f4561609781d8c9,random,0,vis_a,view_budget_exhausted,10,0.06662256831444521,0.8472592078504693,6.119404397359827,1,10,9,0.6527498860528981,9,-0.051641315772555575,9,0.4049624632335912,9,0.09906600098474883
02691156/167740d2a5f5cb6c7f4561609781d8c9,farthest,0,vis_a,view_budget_exhausted,10,0.06662256831444521,0.8537152696468919,5.912396823960556,1,10,9,0.5137198716707622,9,0.2708321055967497,9,0.6467174973435883,9,0.0683090001984965
02691156/167740d2a5f5cb6c7f4561609781d8c9,oracle,0,vis_a,view_budget_exhausted,10,0.06662256831444521,0.863482599733101,6.865877419315711,1,10,9,0.0,9,1.0,9,1.0,9,0.004200999683234841
